Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-04-01 03:11:07,2019-04-01 03:11:14,7.719s,PASSED
"tap(findTestObject(""Dashboard/Login/Daftar/Login_MenuDaftar""), 0)",,,2019-04-01 03:11:14,2019-04-01 03:11:16,1.936s,PASSED
"setText(findTestObject(""Dashboard/Login/Daftar/Daftar_InpNamaSesuaiKTP""), varName, 0)",,,2019-04-01 03:11:16,2019-04-01 03:11:17,0.456s,PASSED
"setText(findTestObject(""Dashboard/Login/Daftar/Daftar_InpEmail""), varEmail, 0)",,,2019-04-01 03:11:17,2019-04-01 03:11:18,1.238s,PASSED
"setText(findTestObject(""Dashboard/Login/Daftar/Daftar_InpNomorHandphone""), varHandphone, 0)",,,2019-04-01 03:11:18,2019-04-01 03:11:19,1.295s,PASSED
"setText(findTestObject(""Dashboard/Login/Daftar/Daftar_InpPassword""), varPassword, 0, STOP_ON_FAILURE)",,,2019-04-01 03:11:19,2019-04-01 03:11:21,1.266s,PASSED
"setText(findTestObject(""Dashboard/Login/Daftar/Daftar_InpKonfirmasiPassword""), varConfirmPassword, 0)",,,2019-04-01 03:11:21,2019-04-01 03:11:22,1.278s,PASSED
"tap(findTestObject(""Dashboard/Login/Daftar/Daftar_BtnSubmitDaftar""), 0)",,,2019-04-01 03:11:22,2019-04-01 03:11:26,3.753s,PASSED
switch (varExpectedResult.toString()),,,2019-04-01 03:11:26,2019-04-01 03:11:31,5.014s,PASSED
"delay(3, STOP_ON_FAILURE)",,,2019-04-01 03:11:31,2019-04-01 03:11:34,3.006s,PASSED
closeApplication(),,,2019-04-01 03:11:34,2019-04-01 03:11:34,0.001s,NOT_RUN
