Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:06:59,2019-03-31 19:06:59,0.413s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:06:59,2019-03-31 19:06:59,0.395s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:06:59,2019-03-31 19:07:00,0.868s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:07:00,2019-03-31 19:07:01,0.828s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:07:01,2019-03-31 19:07:06,5.006s,PASSED
closeApplication(),,,2019-03-31 19:07:06,2019-03-31 19:07:06,0.166s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:07:06,2019-03-31 19:07:33,26.473s,PASSED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:07:06,2019-03-31 19:07:06,0.001s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:07:06,2019-03-31 19:07:17,10.518s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:07:17,2019-03-31 19:07:23,6.014s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:07:23,2019-03-31 19:07:25,2.041s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:07:25,2019-03-31 19:07:25,0.433s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:07:25,2019-03-31 19:07:27,1.207s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:07:27,2019-03-31 19:07:28,0.910s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:07:28,2019-03-31 19:07:28,0.209s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:07:28,2019-03-31 19:07:33,5.001s,PASSED
closeApplication(),,,2019-03-31 19:07:33,2019-03-31 19:07:33,0.126s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:07:33,2019-03-31 19:07:59,25.820s,PASSED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:07:33,2019-03-31 19:07:33,0.000s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:07:33,2019-03-31 19:07:43,9.848s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:07:43,2019-03-31 19:07:49,5.920s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:07:49,2019-03-31 19:07:51,1.959s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:07:51,2019-03-31 19:07:51,0.432s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:07:51,2019-03-31 19:07:51,0.408s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:07:51,2019-03-31 19:07:53,1.880s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:07:53,2019-03-31 19:07:54,0.219s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:07:54,2019-03-31 19:07:59,5.002s,PASSED
closeApplication(),,,2019-03-31 19:07:59,2019-03-31 19:07:59,0.133s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:07:59,2019-03-31 19:08:33,34.465s,PASSED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:07:59,2019-03-31 19:07:59,0.001s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:07:59,2019-03-31 19:08:10,10.991s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:08:10,2019-03-31 19:08:15,5.681s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:08:15,2019-03-31 19:08:17,1.957s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:08:17,2019-03-31 19:08:18,0.407s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:08:18,2019-03-31 19:08:19,1.208s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:08:19,2019-03-31 19:08:23,4.035s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:08:23,2019-03-31 19:08:28,5.035s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:08:28,2019-03-31 19:08:33,5.006s,PASSED
closeApplication(),,,2019-03-31 19:08:33,2019-03-31 19:08:33,0.132s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:08:33,2019-03-31 19:09:07,33.679s,PASSED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:08:33,2019-03-31 19:08:33,0.001s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:08:33,2019-03-31 19:08:43,10.058s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:08:43,2019-03-31 19:08:49,5.790s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:08:49,2019-03-31 19:08:51,1.949s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:08:51,2019-03-31 19:08:51,0.433s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:08:51,2019-03-31 19:08:53,1.260s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:08:53,2019-03-31 19:08:57,3.994s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:08:57,2019-03-31 19:09:02,5.032s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:09:02,2019-03-31 19:09:07,5.009s,PASSED
closeApplication(),,,2019-03-31 19:09:07,2019-03-31 19:09:07,0.139s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:09:07,2019-03-31 19:09:42,35.043s,PASSED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:09:07,2019-03-31 19:09:07,0.001s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:09:07,2019-03-31 19:09:18,11.633s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:09:18,2019-03-31 19:09:24,5.701s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:09:24,2019-03-31 19:09:26,1.973s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:09:26,2019-03-31 19:09:27,0.463s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:09:27,2019-03-31 19:09:28,1.270s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:09:28,2019-03-31 19:09:32,3.814s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:09:32,2019-03-31 19:09:37,5.021s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:09:37,2019-03-31 19:09:42,5.011s,PASSED
closeApplication(),,,2019-03-31 19:09:42,2019-03-31 19:09:42,0.145s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:09:42,2019-03-31 19:11:07,1m - 25.457s,FAILED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:09:42,2019-03-31 19:09:42,0.000s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:09:42,2019-03-31 19:09:52,10.500s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:09:52,2019-03-31 19:09:58,5.755s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:09:58,2019-03-31 19:10:00,2.027s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:10:00,2019-03-31 19:10:01,1.027s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:10:01,2019-03-31 19:10:02,1.222s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:10:02,2019-03-31 19:10:06,3.998s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:10:06,2019-03-31 19:11:07,1m - 0.917s,FAILED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:11:07,2019-03-31 19:11:31,23.945s,PASSED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:11:07,2019-03-31 19:11:07,0.000s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:11:07,2019-03-31 19:11:16,8.667s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:11:16,2019-03-31 19:11:22,6.296s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:11:22,2019-03-31 19:11:24,1.904s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:11:24,2019-03-31 19:11:25,0.425s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:11:25,2019-03-31 19:11:25,0.421s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:11:25,2019-03-31 19:11:26,0.868s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:11:26,2019-03-31 19:11:26,0.232s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:11:26,2019-03-31 19:11:31,5.002s,PASSED
closeApplication(),,,2019-03-31 19:11:31,2019-03-31 19:11:31,0.123s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:11:31,2019-03-31 19:11:58,26.758s,PASSED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:11:31,2019-03-31 19:11:31,0.001s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:11:31,2019-03-31 19:11:42,10.568s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:11:42,2019-03-31 19:11:48,6.204s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:11:48,2019-03-31 19:11:50,2.021s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:11:50,2019-03-31 19:11:51,0.461s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:11:51,2019-03-31 19:11:52,1.217s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:11:52,2019-03-31 19:11:53,0.887s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:11:53,2019-03-31 19:11:53,0.228s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:11:53,2019-03-31 19:11:58,5.030s,PASSED
closeApplication(),,,2019-03-31 19:11:58,2019-03-31 19:11:58,0.130s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:11:58,2019-03-31 19:12:24,25.812s,PASSED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:11:58,2019-03-31 19:11:58,0.000s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:11:58,2019-03-31 19:12:08,9.944s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:12:08,2019-03-31 19:12:14,5.942s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:12:14,2019-03-31 19:12:16,1.949s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:12:16,2019-03-31 19:12:16,0.450s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:12:16,2019-03-31 19:12:17,0.428s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:12:17,2019-03-31 19:12:18,1.709s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:12:18,2019-03-31 19:12:19,0.227s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:12:19,2019-03-31 19:12:24,5.016s,PASSED
closeApplication(),,,2019-03-31 19:12:24,2019-03-31 19:12:24,0.136s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:12:24,2019-03-31 19:12:58,34.351s,PASSED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:12:24,2019-03-31 19:12:24,0.000s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:12:24,2019-03-31 19:12:35,10.749s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:12:35,2019-03-31 19:12:40,5.824s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:12:40,2019-03-31 19:12:42,1.948s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:12:42,2019-03-31 19:12:43,0.432s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:12:43,2019-03-31 19:12:44,1.243s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:12:44,2019-03-31 19:12:48,4.010s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:12:48,2019-03-31 19:12:53,5.006s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:12:53,2019-03-31 19:12:58,5.010s,PASSED
closeApplication(),,,2019-03-31 19:12:58,2019-03-31 19:12:58,0.117s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:12:58,2019-03-31 19:13:31,33.260s,PASSED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:12:58,2019-03-31 19:12:58,0.000s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:12:58,2019-03-31 19:13:08,9.930s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:13:08,2019-03-31 19:13:14,5.607s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:13:14,2019-03-31 19:13:15,0.912s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:13:15,2019-03-31 19:13:16,1.432s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:13:16,2019-03-31 19:13:17,1.229s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:13:17,2019-03-31 19:13:21,3.949s,PASSED
switch (varExpectedResult.toString()),,,2019-03-31 19:13:21,2019-03-31 19:13:26,5.050s,PASSED
"delay(5, STOP_ON_FAILURE)",,,2019-03-31 19:13:26,2019-03-31 19:13:31,5.010s,PASSED
closeApplication(),,,2019-03-31 19:13:31,2019-03-31 19:13:31,0.128s,PASSED
,,,,,,
Test Cases/Dashboard/Login/Login,,,2019-03-31 19:13:31,2019-03-31 19:13:54,22.204s,FAILED
"appPath = relativeToAbsolutePath(apkname, getProjectDir())",,required for PathUtil to get the current app path,2019-03-31 19:13:31,2019-03-31 19:13:31,0.001s,PASSED
"startApplication(appPath, false)",,,2019-03-31 19:13:31,2019-03-31 19:13:42,10.947s,PASSED
"waitForElementPresent(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:13:42,2019-03-31 19:13:48,5.988s,PASSED
"tap(findTestObject(""Dashboard/Dashboard_MenuLogin""), 0)",,,2019-03-31 19:13:48,2019-03-31 19:13:49,0.911s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpEmail""), varUsername, 0)",,,2019-03-31 19:13:49,2019-03-31 19:13:51,1.528s,PASSED
"setText(findTestObject(""Dashboard/Login/Login_InpPassword""), varPassword, 0)",,,2019-03-31 19:13:51,2019-03-31 19:13:52,1.251s,PASSED
"tap(findTestObject(""Dashboard/Login/Login_BtnMasuk""), 0)",,,2019-03-31 19:13:52,2019-03-31 19:13:54,1.567s,FAILED
